row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain
1201,"['what', 'is', 'the', 'difference', 'between', 'a', 'circular', 'linked', 'list', 'and', 'a', 'basic', 'linked', 'list']",7.5,"['in', 'a', 'circular', 'linked', 'list', 'the', 'last', 'node', 'contains', 'a', 'pointer', 'that', 'go', 'back', 'to', 'the', 'first', 'node', 'in', 'a', 'basic', 'linked', 'list', 'the', 'last', 'node', 'contains', 'a', 'null', 'pointer']","['the', 'last', 'element', 'in', 'a', 'circular', 'linked', 'list', 'point', 'to', 'the', 'head', 'of', 'the', 'list']",5.0,5,science
1202,"['what', 'is', 'the', 'difference', 'between', 'a', 'circular', 'linked', 'list', 'and', 'a', 'basic', 'linked', 'list']",7.5,"['in', 'a', 'circular', 'linked', 'list', 'the', 'last', 'object', 'is', 'linked', 'back', 'to', 'the', 'first', 'object']","['the', 'last', 'element', 'in', 'a', 'circular', 'linked', 'list', 'point', 'to', 'the', 'head', 'of', 'the', 'list']",5.0,5,science
1203,"['what', 'is', 'the', 'difference', 'between', 'a', 'circular', 'linked', 'list', 'and', 'a', 'basic', 'linked', 'list']",7.5,"['in', 'the', 'case', 'of', 'a', 'non', 'circular', 'link', 'list', 'if', 'you', 'are', 'at', 'the', 'last', 'node', 'of', 'the', 'list', 'and', 'u', 'want', 'to', 'move', 'to', 'first', 'u', 'need', 'to', 'go', 'to', 'one', 'step', 'back', 'till', 'u', 'reach', 'to', 'first', 'but', 'in', 'circular', 'link', 'list', 'from', 'last', 'to', 'first', 'you', 'need', 'to', 'make', 'only', 'one', 'move', 'in', 'a', 'single', 'link', 'list', 'u', 'can', 'move', 'only', 'in', 'one', 'direction', 'but', 'in', 'double', 'link', 'list', 'u', 'can', 'move', 'in', 'any', 'direction', 'back', 'or', 'forward', 'or', 'forward']","['the', 'last', 'element', 'in', 'a', 'circular', 'linked', 'list', 'point', 'to', 'the', 'head', 'of', 'the', 'list']",3.5,5,science
1204,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['they', 'can', 'traverse', 'in', 'both', 'direction']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1205,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['in', 'a', 'doubly', 'linked', 'list', 'you', 'can', 'delete', 'a', 'node', 'without', 'having', 'to', 'traverse', 'the', 'list']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",4.5,5,science
1206,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['a', 'doublylinked', 'list', 'allows', 'you', 'to', 'delete', 'a', 'node', 'without', 'traversing', 'the', 'list', 'to', 'establish', 'a', 'trailing', 'pointer']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",4.5,5,science
1207,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['a', 'doubly', 'linked', 'list', 'allows', 'you', 'to', 'traverse', 'the', 'list', 'in', 'either', 'direction', 'each', 'node', 'point', 'to', 'it', 'successor', 'a', 'well', 'a', 'to', 'it', 'predecessor']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1208,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['doublylinked', 'list', 'can', 'traverse', 'backwards', 'though', 'they', 'still', 'can', 'not', 'access', 'data', 'at', 'any', 'point', 'in', 'the', 'list', 'it', 'can', 'be', 'shorter', 'to', 'traverse', 'backwards']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1209,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['you', 'can', 'traverse', 'the', 'list', 'from', 'front', 'to', 'back', 'and', 'back', 'to', 'front']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1210,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['you', 'can', 'traverse', 'the', 'list', 'in', 'reverse']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1211,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['doubly', 'linked', 'list', 'can', 'be', 'traversed', 'in', 'both', 'direction']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1212,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['doublelinked', 'list', 'require', 'more', 'space', 'per', 'node', 'and', 'their', 'elementary', 'operation', 'are', 'more', 'expensive', 'but', 'they', 'are', 'often', 'easier', 'to', 'manipulate', 'because', 'they', 'allow', 'sequential', 'access', 'to', 'the', 'list', 'in', 'both', 'direction']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1213,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['you', 'can', 'traverse', 'forward', 'and', 'backwards', 'through', 'node']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1214,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['you', 'can', 'point', 'both', 'forward', 'and', 'backwards']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1215,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['you', 'can', 'go', 'backwards', 'in', 'the', 'linked', 'list', 'and', 'access', 'previous', 'data', 'easier', 'without', 'having', 'to', 'keep', 'track', 'of', 'the', 'previous', 'item']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",4.0,5,science
1216,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['doubly', 'linked', 'list', 'allow', 'backward', 'movement', 'through', 'the', 'node']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1217,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['they', 'have', 'double', 'pointer', 'so', 'each', 'node', 'can', 'point', 'forward', 'or', 'backwards', 'making', 'it', 'a', 'little', 'easer', 'to', 'get', 'to', 'where', 'you', 'need']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1218,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['ability', 'to', 'backtrack', 'through', 'a', 'list']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.0,5,science
1219,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['you', 'can', 'move', 'forward', 'and', 'backwards', 'in', 'the', 'doublelinked', 'list', 'basic', 'only', 'move', 'forward']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1220,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['the', 'advantage', 'is', 'that', 'each', 'node', 'point', 'to', 'bothe', 'it', 'predecessor', 'and', 'it', 'successor', 'there', 'are', 'no', 'special', 'case', 'for', 'insertion', 'and', 'deletion']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",4.5,5,science
1221,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['each', 'node', 'point', 'to', 'both', 'it', 'predecessor', 'and', 'it', 'successor']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1222,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['a', 'doubly', 'linked', 'list', 'ha', 'pointer', 'in', 'both', 'direction', 'this', 'allows', 'for', 'access', 'from', 'back', 'to', 'front', 'a', 'well', 'a', 'front', 'to', 'back']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",4.0,5,science
1223,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['a', 'doubly', 'linked', 'list', 'can', 'be', 'traversed', 'either', 'direction', 'while', 'a', 'normal', 'linked', 'list', 'can', 'only', 'be', 'traversed', 'from', 'start', 'to', 'finish']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1224,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['double', 'linked', 'list', 'are', 'often', 'easier', 'to', 'manipulate', 'because', 'they', 'allow', 'sequential', 'access', 'to', 'the', 'list', 'in', 'both', 'direction']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",4.0,5,science
1225,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['given', 'a', 'node', 'in', 'the', 'list', 'one', 'can', 'navigate', 'easily', 'in', 'either', 'direction']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",4.0,5,science
1226,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['you', 'can', 'traverse', 'the', 'list', 'both', 'forward', 'and', 'backwards']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",3.5,5,science
1227,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['a', 'doubly', 'linked', 'list', 'allows', 'you', 'to', 'back', 'up', 'from', 'a', 'node', 'rather', 'than', 'having', 'to', 'go', 'through', 'the', 'entire', 'list', 'again']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",4.0,5,science
1228,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['give', 'faster', 'time', 'for', 'some', 'operation', 'such', 'a', 'insertion', 'and', 'deletion']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",5.0,5,science
1229,"['what', 'is', 'the', 'main', 'advantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.6,"['the', 'primary', 'disadvantage', 'of', 'doubly', 'linked', 'list', 'are', 'that', '1', 'each', 'node', 'requires', 'an', 'extra', 'pointer', 'requiring', 'more', 'space', 'and', '2', 'the', 'insertion', 'or', 'deletion', 'of', 'a', 'node', 'take', 'a', 'bit', 'longer', 'more', 'pointer', 'operation']","['all', 'the', 'deletion', 'and', 'insertion', 'operation', 'can', 'be', 'performed', 'in', 'constant', 'time', 'including', 'those', 'operation', 'performed', 'before', 'a', 'given', 'location', 'in', 'the', 'list', 'or', 'at', 'the', 'end', 'of', 'the', 'list']",2.0,5,science
1230,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['they', 'take', 'up', 'twice', 'a', 'much', 'memory', 'for', 'each', 'node']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1231,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['in', 'a', 'doubly', 'linked', 'list', 'there', 'are', 'more', 'pointer', 'to', 'set', 'and', 'the', 'mechanic', 'of', 'inserting', 'and', 'deleting', 'are', 'more', 'difficult', 'also', 'the', 'special', 'case', 'at', 'the', 'beginning', 'or', 'end', 'of', 'the', 'list', 'are', 'more', 'complicated']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",3.5,5,science
1232,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['there', 'are', 'more', 'pointer', 'to', 'set', 'the', 'mechanic', 'of', 'inserting', 'into', 'and', 'deleting', 'from', 'a', 'doubly', 'linked', 'list', 'are', 'a', 'bit', 'more', 'involved', 'than', 'for', 'a', 'singly', 'linked', 'list']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",4.0,5,science
1233,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['insertion', 'and', 'deletion', 'with', 'a', 'doubly', 'linked', 'list', 'are', 'more', 'involved', 'than', 'with', 'a', 'singly', 'linked', 'list', 'leaving', 'more', 'room', 'for', 'error', 'and', 'complex', 'algorithm']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",3.0,5,science
1234,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['need', 'more', 'memory', 'to', 'store', 'previous', 'pointer']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1235,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['a', 'node', 'in', 'a', 'doubly', 'linked', 'list', 'take', 'up', 'more', 'memory', 'than', 'a', 'node', 'in', 'a', 'singly', 'linked', 'list']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1236,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['you', 'have', 'to', 'keep', 'up', 'with', 'where', 'you', 'are', 'and', 'you', 'have', 'to', 'consider', 'the', 'predecessor', 'and', 'successor', 'connection', 'when', 'insertingdeleting']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",3.0,5,science
1237,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['each', 'node', 'requires', 'an', 'extra', 'node', 'requires', 'more', 'memory', 'and', 'is', 'more', 'difficult', 'to', 'insert', 'and', 'remove', 'individual', 'node']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1238,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['doublelinked', 'list', 'require', 'more', 'space', 'per', 'node', 'and', 'their', 'elementary', 'operation', 'are', 'more', 'expensive']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1239,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['more', 'difficult', 'to', 'delete', 'and', 'create', 'node']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",3.0,5,science
1240,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['they', 'use', 'more', 'memory', 'and', 'you', 'have', 'to', 'make', '2', 'pointer', 'and', 'update', '2', 'pointer', 'each', 'time', 'you', 'change', 'the', 'list']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1241,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['node', 'take', 'up', 'more', 'memory']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1242,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['each', 'node', 'requires', 'an', 'extra', 'pointer', 'space', 'requirement', 'increased', 'insertion', 'or', 'deletion', 'of', 'a', 'node', 'take', 'a', 'longer', 'more', 'pointer', 'operation']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1243,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['it', 'a', 'little', 'more', 'confusing', 'the', 'special', 'case', 'at', 'the', 'end', 'and', 'beginning', 'become', 'more', 'difficult', 'to', 'do']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",3.0,5,science
1244,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['increased', 'action', 'to', 'add', 'and', 'remove', 'element', 'to', 'the', 'linked', 'list']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",3.0,5,science
1245,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['inserting', 'and', 'deleting', 'in', 'a', 'doublelinked', 'list', 'is', 'more', 'involved', 'and', 'ha', 'special', 'case', 'at', 'the', 'beginning', 'and', 'end']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",3.0,5,science
1246,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['the', 'main', 'disadvanate', 'is', 'that', 'if', 'hard', 'to', 'remove', 'all', 'item', 'in', 'the', 'list']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",2.0,5,science
1247,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['each', 'node', 'requires', 'an', 'extra', 'pointer', 'taking', 'up', 'more', 'storage', 'insertion', 'and', 'deletion', 'require', 'more', 'pointer', 'operation']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1248,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['in', 'a', 'doubly', 'linked', 'list', 'there', 'are', 'twice', 'a', 'many', 'pointer', 'for', 'each', 'element', 'therefore', 'more', 'memory', 'is', 'used']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1249,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['the', 'process', 'of', 'adding', 'and', 'removing', 'node', 'in', 'a', 'doubly', 'linked', 'list', 'is', 'more', 'complex', 'than', 'in', 'a', 'basic', 'linked', 'list']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",3.5,5,science
1250,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['double', 'linked', 'list', 'require', 'more', 'space', 'per', 'node', 'and', 'their', 'elementary', 'operation', 'are', 'more', 'expensive']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1251,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['1', 'each', 'node', 'requires', 'an', 'extra', 'pointer', 'requiring', 'more', 'space', '2', 'the', 'insertion', 'or', 'deletion', 'of', 'a', 'node', 'take', 'a', 'bit', 'longer', 'more', 'pointer', 'operation']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1252,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['it', 'take', 'up', 'twice', 'the', 'storage', 'needed']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1253,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['using', 'more', 'pointer', 'to', 'enable', 'the', 'backward', 'movement', 'take', 'up', 'more', 'memory', 'having', 'more', 'pointer', 'make', 'it', 'slightly', 'more', 'work', 'to', 'add', 'or', 'remove', 'a', 'node', 'from', 'the', 'list']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1254,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['increased', 'memory', 'requirement', 'slightly', 'more', 'complicated', 'when', 'modifying', 'element', 'in', 'the', 'list']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",5.0,5,science
1255,"['what', 'is', 'the', 'main', 'disadvantage', 'of', 'a', 'doublylinked', 'list', 'over', 'a', 'basic', 'linked', 'list']",7.7,"['not', 'answered']","['extra', 'space', 'required', 'to', 'store', 'the', 'back', 'pointer']",0.0,5,science
1256,"['what', 'is', 'a', 'stack']",8.1,"['a', 'data', 'structure', 'for', 'storing', 'item', 'which', 'are', 'to', 'be', 'accessed', 'in', 'lastin', 'firstout', 'order', 'that', 'can', 'be', 'implemented', 'in', 'three', 'way']","['a', 'data', 'structure', 'that', 'can', 'store', 'element', 'which', 'ha', 'the', 'property', 'that', 'the', 'last', 'item', 'added', 'will', 'be', 'the', 'first', 'to', 'be', 'removed', 'or', 'lastinfirstout']",5.0,5,science
1257,"['what', 'is', 'a', 'stack']",8.1,"['a', 'stack', 'is', 'an', 'abstract', 'data', 'type', 'that', 'is', 'based', 'on', 'the', 'principle', 'that', 'the', 'last', 'element', 'inserted', 'into', 'the', 'stack', 'will', 'be', 'the', 'first', 'element', 'removed', 'from', 'the', 'stack']","['a', 'data', 'structure', 'that', 'can', 'store', 'element', 'which', 'ha', 'the', 'property', 'that', 'the', 'last', 'item', 'added', 'will', 'be', 'the', 'first', 'to', 'be', 'removed', 'or', 'lastinfirstout']",5.0,5,science
